age,poverty_ratio,bmi,height_cm,gender_Male,ethnicity_Non-Hispanic Asian,ethnicity_Non-Hispanic Black,ethnicity_Non-Hispanic White,ethnicity_Other Hispanic,ethnicity_Other/Multi-Racial,education_College graduate+,education_High school/GED,education_Some college,marital_status_Living with partner,marital_status_Married,marital_status_Never married,marital_status_Widowed,bmi_category_Obese,bmi_category_Overweight,age_group_45-59,age_group_60-74,age_group_75+
-0.0473058393976483,-0.0590238572588,-0.5375454203775256,1.4367712147783098,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
-1.4647158780659943,-1.0692106803181387,0.763107255233628,0.3219885115408705,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0.2928725698827547,-1.0505035169281511,0.1743907810096325,0.3521177737905293,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.8031401838033593,-0.133852510818751,1.8447026381102716,0.2918592492912088,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.4268006008174314,-0.5578815476584735,0.2702283465809806,-0.7224925797806953,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1.1433185930837624,-0.6264744800884285,-0.8387491978874768,-0.7626649294469099,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6897473807098916,-0.3396313081086164,-0.6196919051529666,0.7538412704526698,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.9732293884435608,1.531085030890159,-0.5649275819693392,-1.2849054751076914,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
-1.351323074972527,0.2465264781109997,0.1606997002137254,-1.1141729890262828,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.0093905621490854,-0.6576530857384082,0.4892856393154903,-0.3308121705351077,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
-1.0678410672388574,-0.9507319788482164,0.4482123969277701,0.6634534837036876,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
-1.634805082706196,1.531085030890159,-0.7976759554997561,0.7337550956195639,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.7276626579584544,-1.5306540439378369,0.6398875280704662,-0.6823202301144806,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6897473807098916,-0.2523312122886734,0.5029767201113975,0.6835396585367963,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2361761683360208,-0.2024454432487061,0.7220340128459077,1.0651769803658282,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
-0.9544482641453896,-0.894610488678253,-1.290554864152404,0.6232811340374759,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.1433185930837624,-0.9881463056281918,0.8315626592131624,0.5328933472884937,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.653586207004367,1.531085030890159,-0.7702937939079425,0.3320315989574234,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1.181233870332325,0.3961837852309019,0.5851232048868389,1.848537798857003,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1.653586207004367,0.1218120555110816,0.2976105081727943,-0.1199073347874845,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
-0.3874842486780513,-1.0879178437081265,-0.8113670362956632,0.6031949592043672,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.3701041992706977,1.2567133011703382,-0.783984874703849,0.3219885115408705,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.3495689714294885,-0.7574246238183427,1.0095467095599524,-0.059648810288164,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.2928725698827547,1.531085030890159,-0.4143256932143634,0.161299112876012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0.0660869636958193,1.4874349829801872,-0.8661313594792905,-0.2805967334523402,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-1.6915014842529297,-1.4558253903778855,-1.0714975714178938,0.8140997949519903,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
-0.5575734533182529,-1.2687537564780085,0.8726359016008836,0.9044875817009724,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.576354577616424,-1.412175342467914,2.1869796580079437,-2.098395555848528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-1.351323074972527,-0.3583384714986041,0.420830235335956,0.7437981830361169,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
